chrom	start	end
NC_018229.1	96652	96668
NC_018229.1	96726	96742
NC_018229.1	96824	96840
NC_018229.1	97014	97038
NC_018229.1	97146	97164
NC_018229.1	97310	97334
NC_018229.1	97380	97402
NC_018229.1	97692	97710
NC_018229.1	97752	97768
NC_018229.1	97901	97919
NC_018229.1	98119	98135
NC_018229.1	98232	98250
NC_018229.1	98267	98283
NC_018229.1	98366	98382
NC_018229.1	98461	98477
NC_018229.1	98575	98591
NC_018229.1	98609	98625
NC_018229.1	98686	98702
NC_018229.1	98808	98824
NC_018229.1	98837	98853
NC_018229.1	98902	98918
NC_018229.1	98994	99010
NC_018229.1	99159	99175
NC_018229.1	99480	99496
NC_018229.1	99547	99563
NC_018229.1	99754	99770
NC_018229.1	99786	99806
NC_018229.1	99996	100012
NC_018229.1	100490	100506
NC_018229.1	100518	100534
NC_018229.1	100759	100775
NC_018229.1	100937	100953
NC_018229.1	101105	101125
NC_018229.1	101198	101214
NC_018229.1	101454	101470
NC_018229.1	101740	101756
NC_018229.1	102035	102051
NC_018229.1	102159	102175
NC_018229.1	102381	102401
NC_018229.1	102626	102642
NC_018229.1	102966	102988
NC_018229.1	103214	103238
NC_018229.1	103662	103678
NC_018229.1	103807	103823
NC_018229.1	103862	103878
NC_018229.1	103888	103904
NC_018229.1	103914	103930
NC_018229.1	103947	103963
NC_018229.1	103997	104019
NC_018229.1	104116	104132
NC_018229.1	104411	104427
NC_018229.1	104448	104464
NC_018229.1	104549	104565
NC_018229.1	104616	104632
NC_018229.1	104688	104704
NC_018229.1	104747	104763
NC_018229.1	105880	105896
NC_018229.1	106137	106153
NC_018229.1	106449	106465
NC_018229.1	107117	107141
NC_018229.1	107393	107413
NC_018229.1	107426	107446
NC_018229.1	107681	107697
NC_018229.1	107862	107878
NC_018229.1	107906	107928
NC_018229.1	108587	108605
NC_018229.1	108705	108721
NC_018229.1	108728	108744
NC_018229.1	108849	108869
NC_018229.1	108914	108930
NC_018229.1	109076	109092
NC_018229.1	109198	109216
NC_018229.1	109455	109471
NC_018229.1	109541	109559
NC_018229.1	109571	109589
NC_018229.1	109745	109761
NC_018229.1	110128	110144
NC_018229.1	110204	110224
NC_018229.1	110228	110244
NC_018229.1	110402	110418
NC_018229.1	110448	110464
NC_018229.1	110476	110492
NC_018229.1	110513	110529
NC_018229.1	110936	110952
NC_018229.1	110956	110972
NC_018229.1	110991	111007
NC_018229.1	111091	111107
NC_018229.1	111181	111197
NC_018229.1	111217	111233
NC_018229.1	111504	111524
NC_018229.1	111765	111781
NC_018229.1	111830	111846
NC_018229.1	112106	112122
NC_018229.1	112239	112255
NC_018229.1	112270	112286
NC_018229.1	112372	112396
NC_018229.1	112499	112517
NC_018229.1	112578	112594
NC_018229.1	112595	112611
NC_018229.1	112842	112858
NC_018229.1	112865	112881
NC_018229.1	112986	113006
NC_018229.1	113051	113067
NC_018229.1	113258	113274
NC_018229.1	113391	113407
NC_018229.1	113475	113491
NC_018229.1	113573	113589
NC_018229.1	113629	113645
NC_018229.1	113840	113858
NC_018229.1	114107	114123
NC_018229.1	114573	114591
NC_018229.1	115064	115080
NC_018229.1	115607	115623
NC_018229.1	115797	115813
NC_018229.1	115936	115952
NC_018229.1	116340	116356
NC_018229.1	116723	116739
NC_018229.1	117157	117173
NC_018229.1	117229	117251
NC_018229.1	117320	117336
NC_018229.1	117413	117433
NC_018229.1	117443	117465
NC_018229.1	117586	117602
NC_018229.1	117721	117737
NC_018229.1	117738	117754
NC_018229.1	117820	117836
NC_018229.1	117885	117903
NC_018229.1	117914	117930
NC_018229.1	117942	117958
NC_018229.1	118053	118075
NC_018229.1	118085	118107
NC_018229.1	118123	118139
NC_018229.1	118203	118219
NC_018229.1	118310	118334
NC_018229.1	118382	118398
NC_018229.1	118406	118422
NC_018229.1	118489	118505
NC_018229.1	118544	118564
NC_018229.1	118565	118581
NC_018229.1	119446	119462
NC_018229.1	119490	119506
NC_018229.1	119580	119598
NC_018229.1	119737	119753
NC_018229.1	119865	119883
NC_018229.1	119884	119900
NC_018229.1	120106	120122
NC_018229.1	120172	120192
NC_018229.1	120312	120328
NC_018229.1	120452	120476
NC_018229.1	120697	120713
NC_018229.1	120749	120765
NC_018229.1	120785	120801
NC_018229.1	121001	121017
NC_018229.1	121044	121060
NC_018229.1	121340	121356
NC_018229.1	121554	121574
NC_018229.1	121762	121780
NC_018229.1	121900	121916
NC_018229.1	122073	122093
NC_018229.1	122136	122152
NC_018229.1	122304	122324
NC_018229.1	122453	122471
NC_018229.1	122472	122488
NC_018229.1	122604	122620
NC_018229.1	122710	122726
NC_018229.1	123024	123040
NC_018229.1	123098	123114
NC_018229.1	123839	123863
NC_018229.1	123933	123949
NC_018229.1	124076	124100
NC_018229.1	124123	124145
NC_018229.1	124199	124215
NC_018229.1	124280	124296
NC_018229.1	124333	124349
NC_018229.1	124432	124448
NC_018229.1	124477	124495
NC_018229.1	124739	124755
NC_018229.1	125626	125642
NC_018229.1	126025	126045
NC_018229.1	126116	126132
NC_018229.1	126206	126228
NC_018229.1	126250	126266
NC_018229.1	126319	126335
NC_018229.1	126417	126433
NC_018229.1	126525	126541
NC_018229.1	126774	126790
NC_018229.1	127056	127080
NC_018229.1	127978	128002
NC_018229.1	128354	128378
NC_018229.1	128708	128726
NC_018229.1	130085	130101
NC_018229.1	130119	130135
NC_018229.1	130216	130232
NC_018229.1	130387	130403
NC_018229.1	130508	130524
NC_018229.1	130635	130651
NC_018229.1	130916	130932
NC_018229.1	131401	131417
NC_018229.1	131536	131552
NC_018229.1	131757	131773
NC_018229.1	131913	131929
NC_018229.1	132416	132432
NC_018229.1	132538	132554
NC_018229.1	133164	133180
NC_018229.1	133326	133342
NC_018229.1	133428	133444
NC_018229.1	134031	134047
NC_018229.1	134186	134202
NC_018229.1	134599	134615
NC_018229.1	134840	134858
NC_018229.1	135128	135148
NC_018229.1	135357	135373
NC_018229.1	135633	135649
NC_018229.1	136037	136053
NC_018229.1	136219	136235
NC_018229.1	136512	136528
NC_018229.1	136652	136668
NC_018229.1	137053	137069
NC_018229.1	137167	137183
NC_018229.1	137488	137504
NC_018229.1	137763	137779
NC_018229.1	137783	137799
NC_018229.1	138016	138032
NC_018229.1	138083	138099
NC_018229.1	138598	138614
NC_018229.1	138630	138646
NC_018229.1	139069	139085
NC_018229.1	139120	139138
NC_018229.1	139279	139295
NC_018229.1	139342	139358
NC_018229.1	139690	139708
NC_018229.1	139785	139801
NC_018229.1	139875	139895
NC_018229.1	139964	139980
NC_018229.1	140031	140055
NC_018229.1	140451	140469
NC_018229.1	140634	140654
NC_018229.1	140791	140807
NC_018229.1	141484	141502
NC_018229.1	141580	141596
NC_018229.1	141718	141734
NC_018229.1	141961	141977
NC_018229.1	142114	142136
NC_018229.1	142331	142347
NC_018229.1	142442	142460
NC_018229.1	142465	142481
NC_018229.1	142573	142589
NC_018229.1	142629	142645
NC_018229.1	142717	142733
NC_018229.1	142780	142796
NC_018229.1	142894	142910
NC_018229.1	142953	142971
NC_018229.1	143165	143181
NC_018229.1	143214	143230
NC_018229.1	143354	143374
NC_018229.1	143835	143851
NC_018229.1	144003	144019
NC_018229.1	144063	144079
NC_018229.1	144357	144375
NC_018229.1	144418	144434
NC_018229.1	145306	145322
NC_018229.1	145563	145583
NC_018229.1	145730	145748
NC_018229.1	145839	145855
NC_018229.1	146048	146068
NC_018229.1	146074	146092
NC_018229.1	146656	146672
NC_018229.1	146750	146766
NC_018229.1	146831	146847
NC_018229.1	146927	146943
NC_018229.1	147086	147102
NC_018229.1	147123	147147
NC_018229.1	147148	147168
NC_018229.1	147274	147290
NC_018229.1	147377	147393
NC_018229.1	147404	147420
NC_018229.1	147472	147492
NC_018229.1	147513	147531
NC_018229.1	147534	147552
NC_018229.1	147633	147651
NC_018229.1	147674	147690
NC_018229.1	147840	147856
NC_018229.1	148180	148198
NC_018229.1	148350	148372
NC_018229.1	148849	148865
NC_018229.1	149309	149325
NC_018229.1	149714	149732
NC_018229.1	151067	151083
NC_018229.1	151149	151165
NC_018229.1	151749	151765
NC_018229.1	151827	151843
NC_018229.1	151932	151950
NC_018229.1	152057	152073
NC_018229.1	152145	152167
NC_018229.1	152278	152294
NC_018229.1	152539	152555
NC_018229.1	152744	152760
NC_018229.1	152842	152858
NC_018229.1	152996	153012
NC_018229.1	153098	153114
NC_018229.1	153179	153195
NC_018229.1	153307	153323
NC_018229.1	153353	153373
NC_018229.1	153374	153390
NC_018229.1	153431	153447
NC_018229.1	153592	153608
NC_018229.1	153900	153916
NC_018229.1	154282	154298
NC_018229.1	154311	154331
NC_018229.1	154553	154569
NC_018229.1	154651	154667
NC_018229.1	154817	154835
NC_018229.1	154881	154899
NC_018229.1	155044	155062
NC_018229.1	155132	155148
NC_018229.1	155332	155356
NC_018229.1	155652	155668
NC_018229.1	155743	155759
NC_018229.1	155845	155861
NC_018229.1	156242	156258
NC_018229.1	156555	156571
NC_018229.1	156619	156641
NC_018229.1	156726	156748
NC_018229.1	156764	156780
NC_018229.1	156822	156840
NC_018229.1	156908	156928
NC_018229.1	156972	156988
NC_018229.1	157197	157213
NC_018229.1	157300	157316
NC_018229.1	157508	157524
NC_018229.1	157772	157788
NC_018229.1	157917	157933
NC_018229.1	158168	158186
NC_018229.1	158253	158269
NC_018229.1	158490	158506
NC_018229.1	158563	158583
NC_018229.1	158710	158728
NC_018229.1	158763	158785
NC_018229.1	159189	159205
NC_018229.1	159238	159254
NC_018229.1	159627	159645
NC_018229.1	159792	159810
NC_018229.1	160311	160327
NC_018229.1	160458	160474
NC_018229.1	160799	160815
NC_018229.1	160830	160846
NC_018229.1	160973	160989
NC_018229.1	161093	161117
NC_018229.1	161238	161254
NC_018229.1	161361	161381
NC_018229.1	161462	161478
NC_018229.1	161551	161567
NC_018229.1	161602	161618
NC_018229.1	161889	161905
NC_018229.1	162277	162295
NC_018229.1	162369	162385
NC_018229.1	162438	162460
NC_018229.1	162537	162553
NC_018229.1	163188	163204
NC_018229.1	163843	163859
NC_018229.1	163939	163955
NC_018229.1	163987	164005
NC_018229.1	164009	164025
NC_018229.1	164177	164199
NC_018229.1	164311	164327
NC_018229.1	164426	164442
NC_018229.1	164517	164535
NC_018229.1	164659	164677
NC_018229.1	164743	164763
NC_018229.1	164791	164807
NC_018229.1	164837	164857
NC_018229.1	164873	164889
NC_018229.1	164902	164922
NC_018229.1	165062	165084
NC_018229.1	166126	166142
NC_018229.1	166200	166216
NC_018229.1	166703	166719
NC_018229.1	166761	166777
NC_018229.1	166857	166873
NC_018229.1	166948	166964
NC_018229.1	167008	167024
NC_018229.1	167136	167152
NC_018229.1	167207	167223
NC_018229.1	167504	167520
NC_018229.1	167585	167603
NC_018229.1	167666	167682
NC_018229.1	167771	167787
NC_018229.1	167819	167835
NC_018229.1	168148	168164
NC_018229.1	168546	168562
NC_018229.1	168975	168993
NC_018229.1	169588	169606
NC_018229.1	169637	169659
NC_018229.1	169823	169839
NC_018229.1	170121	170137
NC_018229.1	170163	170181
NC_018229.1	170327	170343
NC_018229.1	170504	170520
NC_018229.1	170583	170599
NC_018229.1	170971	170987
NC_018229.1	171079	171095
NC_018229.1	171184	171200
NC_018229.1	171287	171303
NC_018229.1	171370	171390
NC_018229.1	171423	171439
NC_018229.1	171555	171579
NC_018229.1	171726	171742
NC_018229.1	171792	171814
NC_018229.1	171819	171835
NC_018229.1	171909	171925
NC_018229.1	172011	172027
NC_018229.1	172129	172145
NC_018229.1	172155	172173
NC_018229.1	172223	172239
NC_018229.1	172462	172478
NC_018229.1	172493	172515
NC_018229.1	172653	172669
NC_018229.1	172847	172863
NC_018229.1	173634	173650
NC_018229.1	174851	174869
NC_018229.1	174927	174945
NC_018229.1	175094	175110
NC_018229.1	175734	175758
NC_018229.1	175884	175900
NC_018229.1	175954	175976
NC_018229.1	176068	176084
NC_018229.1	176237	176253
NC_018229.1	176306	176324
NC_018229.1	176419	176437
NC_018229.1	176496	176518
NC_018229.1	176647	176663
NC_018229.1	176840	176858
NC_018229.1	176986	177002
NC_018229.1	177197	177213
NC_018229.1	177502	177518
NC_018229.1	177821	177837
NC_018229.1	178111	178127
NC_018229.1	178318	178338
NC_018229.1	178726	178742
NC_018229.1	178778	178796
NC_018229.1	179828	179844
NC_018229.1	179866	179882
NC_018229.1	179987	180003
NC_018229.1	180246	180262
NC_018229.1	181162	181178
NC_018229.1	181274	181290
NC_018229.1	181633	181655
NC_018229.1	181899	181915
NC_018229.1	182066	182086
NC_018229.1	182114	182130
NC_018229.1	182238	182254
NC_018229.1	182300	182324
NC_018229.1	182333	182349
NC_018229.1	182351	182367
NC_018229.1	182472	182488
NC_018229.1	182522	182538
NC_018229.1	182698	182714
NC_018229.1	182730	182746
NC_018229.1	182850	182866
NC_018229.1	182988	183008
NC_018229.1	183064	183080
NC_018229.1	183147	183163
NC_018229.1	183188	183204
NC_018229.1	183666	183682
NC_018229.1	183846	183862
NC_018229.1	184213	184229
NC_018229.1	184489	184505
NC_018229.1	184542	184558
NC_018229.1	184769	184785
NC_018229.1	184929	184945
NC_018229.1	185201	185217
NC_018229.1	185222	185240
NC_018229.1	185305	185327
NC_018229.1	185382	185398
NC_018229.1	185447	185463
NC_018229.1	185510	185526
NC_018229.1	185675	185697
NC_018229.1	185757	185773
NC_018229.1	185871	185887
NC_018229.1	185986	186006
NC_018229.1	186232	186248
NC_018229.1	186432	186448
NC_018229.1	186584	186602
NC_018229.1	186626	186646
NC_018229.1	186809	186833
NC_018229.1	186860	186876
NC_018229.1	186980	186996
NC_018229.1	187209	187231
NC_018229.1	187259	187275
NC_018229.1	187408	187424
NC_018229.1	187508	187524
NC_018229.1	187777	187793
NC_018229.1	187826	187842
NC_018229.1	187955	187971
NC_018229.1	189235	189251
NC_018229.1	189346	189362
NC_018229.1	189403	189419
NC_018229.1	189659	189675
NC_018229.1	190027	190043
NC_018229.1	190079	190095
NC_018229.1	190416	190432
NC_018229.1	190940	190956
NC_018229.1	191140	191156
NC_018229.1	191265	191281
NC_018229.1	191308	191330
NC_018229.1	191367	191383
NC_018229.1	191389	191409
NC_018229.1	191498	191514
NC_018229.1	191714	191734
NC_018229.1	191771	191787
NC_018229.1	191860	191878
NC_018229.1	191963	191983
NC_018229.1	192101	192125
NC_018229.1	192171	192195
NC_018229.1	192265	192281
NC_018229.1	192287	192303
NC_018229.1	192414	192438
NC_018229.1	192487	192503
NC_018229.1	192506	192522
NC_018229.1	192558	192574
NC_018229.1	192743	192759
NC_018229.1	192768	192784
NC_018229.1	192791	192807
NC_018229.1	193521	193537
NC_018229.1	193998	194014
NC_018229.1	194059	194075
NC_018229.1	194137	194153
NC_018229.1	194535	194559
NC_018229.1	194643	194659
NC_018229.1	194948	194972
NC_018229.1	195013	195029
NC_018229.1	195138	195156
NC_018229.1	195251	195275
NC_018229.1	195482	195498
NC_018229.1	195640	195656
NC_018229.1	195673	195689
NC_018229.1	195914	195930
NC_018229.1	195986	196002
NC_018229.1	196079	196097
NC_018229.1	196159	196179
NC_018229.1	196213	196231
NC_018229.1	196233	196251
NC_018229.1	196266	196282
NC_018229.1	196334	196352
NC_018229.1	196481	196503
NC_018229.1	196979	196997
NC_018229.1	197079	197095
NC_018229.1	197133	197149
NC_018229.1	197280	197296
NC_018229.1	197321	197337
NC_018229.1	197458	197474
NC_018229.1	197762	197778
NC_018229.1	197982	197998
NC_018229.1	198011	198027
NC_018229.1	198257	198273
NC_018229.1	198751	198767
NC_018229.1	198865	198889
NC_018229.1	198935	198953
NC_018229.1	198999	199015
NC_018229.1	199024	199044
NC_018229.1	199171	199187
NC_018229.1	199233	199249
NC_018229.1	199287	199303
NC_018229.1	199401	199425
NC_018229.1	199635	199655
NC_018229.1	199687	199711
NC_018229.1	200253	200271
NC_018229.1	200317	200337
NC_018229.1	201329	201345
NC_018229.1	201552	201568
NC_018229.1	201622	201638
NC_018229.1	201754	201770
NC_018229.1	201833	201849
NC_018229.1	202168	202184
NC_018229.1	202213	202229
NC_018229.1	202468	202486
NC_018229.1	203309	203327
NC_018229.1	203412	203428
NC_018229.1	203582	203598
NC_018229.1	203721	203737
NC_018229.1	204082	204098
NC_018229.1	204188	204204
NC_018229.1	204379	204395
NC_018229.1	204968	204984
NC_018229.1	205200	205216
NC_018229.1	205401	205417
NC_018229.1	205492	205508
NC_018229.1	205731	205747
NC_018229.1	206477	206493
NC_018229.1	206618	206638
NC_018229.1	206698	206714
NC_018229.1	206922	206938
NC_018229.1	207579	207597
NC_018229.1	207791	207807
NC_018229.1	207959	207975
NC_018229.1	208556	208572
NC_018229.1	208832	208848
NC_018229.1	209011	209027
NC_018229.1	209217	209233
NC_018229.1	209250	209266
NC_018229.1	209921	209937
NC_018229.1	210126	210142
NC_018229.1	210382	210398
NC_018229.1	210983	211003
NC_018229.1	211028	211044
NC_018229.1	211141	211157
NC_018229.1	211400	211418
NC_018229.1	211477	211493
NC_018229.1	211494	211512
NC_018229.1	211590	211606
NC_018229.1	211645	211661
NC_018229.1	211752	211770
NC_018229.1	211891	211907
NC_018229.1	211943	211959
NC_018229.1	212158	212174
NC_018229.1	212292	212308
NC_018229.1	212365	212383
NC_018229.1	212560	212576
NC_018229.1	212898	212914
NC_018229.1	213003	213027
NC_018229.1	213028	213052
NC_018229.1	213345	213361
NC_018229.1	213450	213466
NC_018229.1	213757	213777
NC_018229.1	213829	213845
NC_018229.1	213858	213874
NC_018229.1	213999	214015
NC_018229.1	214184	214200
NC_018229.1	214479	214495
NC_018229.1	214523	214539
NC_018229.1	214563	214579
NC_018229.1	214755	214771
NC_018229.1	214897	214913
NC_018229.1	215087	215103
NC_018229.1	215122	215140
NC_018229.1	215339	215355
NC_018229.1	215626	215642
NC_018229.1	215894	215910
NC_018229.1	216034	216050
NC_018229.1	216345	216361
NC_018229.1	216451	216467
NC_018229.1	217110	217126
NC_018229.1	217225	217241
NC_018229.1	217325	217349
NC_018229.1	217472	217496
NC_018229.1	217523	217547
NC_018229.1	217548	217564
NC_018229.1	217669	217685
NC_018229.1	217714	217730
NC_018229.1	217749	217773
NC_018229.1	217856	217872
NC_018229.1	217881	217897
NC_018229.1	218072	218092
NC_018229.1	218166	218182
NC_018229.1	218233	218249
NC_018229.1	218307	218323
NC_018229.1	218353	218369
NC_018229.1	218461	218477
NC_018229.1	218741	218757
NC_018229.1	218782	218798
NC_018229.1	219120	219136
NC_018229.1	219185	219203
NC_018229.1	219296	219312
NC_018229.1	219359	219377
NC_018229.1	219403	219419
NC_018229.1	219463	219479
NC_018229.1	219589	219611
NC_018229.1	219647	219663
NC_018229.1	219711	219727
NC_018229.1	219751	219767
NC_018229.1	219851	219867
NC_018229.1	220014	220032
NC_018229.1	220255	220271
NC_018229.1	220584	220604
NC_018229.1	220947	220965
NC_018229.1	221020	221038
NC_018229.1	221118	221134
NC_018229.1	221344	221360
NC_018229.1	221380	221396
NC_018229.1	221436	221452
NC_018229.1	221466	221484
NC_018229.1	221504	221520
NC_018229.1	221838	221856
NC_018229.1	221942	221958
NC_018229.1	222066	222086
NC_018229.1	222191	222207
NC_018229.1	222224	222240
NC_018229.1	222290	222306
NC_018229.1	222497	222513
NC_018229.1	222603	222619
NC_018229.1	222733	222749
NC_018229.1	222934	222950
NC_018229.1	223296	223320
NC_018229.1	223365	223389
NC_018229.1	223607	223631
NC_018229.1	223633	223651
NC_018229.1	223881	223899
NC_018229.1	224430	224446
NC_018229.1	224733	224749
NC_018229.1	224794	224816
NC_018229.1	224827	224843
NC_018229.1	225024	225040
NC_018229.1	225044	225060
NC_018229.1	225248	225264
NC_018229.1	226167	226183
NC_018229.1	226354	226370
NC_018229.1	226539	226561
NC_018229.1	228711	228731
NC_018229.1	229003	229019
NC_018229.1	229420	229436
NC_018229.1	229571	229591
NC_018229.1	229873	229889
NC_018229.1	230084	230100
NC_018229.1	230204	230220
NC_018229.1	230274	230290
NC_018229.1	230599	230615
NC_018229.1	231078	231102
NC_018229.1	231228	231248
NC_018229.1	231407	231423
NC_018229.1	231474	231490
NC_018229.1	231665	231689
NC_018229.1	231696	231712
NC_018229.1	231787	231803
NC_018229.1	231931	231947
NC_018229.1	232141	232165
NC_018229.1	232200	232216
NC_018229.1	232269	232285
NC_018229.1	232291	232307
NC_018229.1	232378	232394
NC_018229.1	232425	232449
NC_018229.1	232506	232522
NC_018229.1	232672	232688
NC_018229.1	232735	232759
NC_018229.1	232854	232872
NC_018229.1	232942	232958
NC_018229.1	233123	233139
NC_018229.1	233293	233309
NC_018229.1	233377	233393
NC_018229.1	233524	233542
NC_018229.1	233801	233817
NC_018229.1	233932	233948
NC_018229.1	234172	234188
NC_018229.1	234383	234399
NC_018229.1	234454	234470
NC_018229.1	234593	234609
NC_018229.1	234737	234753
NC_018229.1	234775	234791
NC_018229.1	235040	235058
NC_018229.1	235201	235225
NC_018229.1	235424	235440
NC_018229.1	235460	235476
NC_018229.1	235549	235569
NC_018229.1	235586	235606
NC_018229.1	235691	235707
NC_018229.1	235998	236022
NC_018229.1	236106	236122
NC_018229.1	236194	236212
NC_018229.1	236293	236311
NC_018229.1	236353	236377
NC_018229.1	236776	236792
NC_018229.1	236879	236897
NC_018229.1	236906	236924
NC_018229.1	236945	236961
NC_018229.1	237076	237092
NC_018229.1	237179	237197
NC_018229.1	238505	238521
NC_018229.1	239120	239136
NC_018229.1	239850	239874
NC_018229.1	240082	240104
NC_018229.1	240628	240644
NC_018229.1	240887	240907
NC_018229.1	240972	240990
NC_018229.1	241218	241242
NC_018229.1	242132	242148
NC_018229.1	243357	243377
NC_018229.1	243392	243408
NC_018229.1	243417	243433
NC_018229.1	243647	243671
NC_018229.1	244051	244067
NC_018229.1	244196	244212
NC_018229.1	244237	244259
NC_018229.1	244336	244360
NC_018229.1	244452	244472
NC_018229.1	244700	244716
NC_018229.1	244861	244879
NC_018229.1	245792	245808
NC_018229.1	245935	245951
NC_018229.1	245957	245973
NC_018229.1	246365	246381
NC_018229.1	246667	246683
NC_018229.1	246703	246719
NC_018229.1	247450	247466
NC_018229.1	247847	247867
NC_018229.1	248040	248056
NC_018229.1	248095	248111
NC_018229.1	248796	248812
NC_018229.1	249197	249213
NC_018229.1	249356	249372
NC_018229.1	249560	249584
NC_018229.1	249631	249649
NC_018229.1	249888	249906
NC_018229.1	249960	249976
NC_018229.1	250193	250217
NC_018229.1	250264	250282
NC_018229.1	250521	250539
NC_018229.1	250593	250609
NC_018229.1	251053	251077
NC_018229.1	251481	251505
NC_018229.1	252080	252098
NC_018229.1	252303	252323
NC_018229.1	252337	252353
NC_018229.1	252372	252388
NC_018229.1	252389	252407
NC_018229.1	252429	252445
NC_018229.1	252480	252496
NC_018229.1	252988	253004
NC_018229.1	253063	253079
NC_018229.1	253156	253172
NC_018229.1	253299	253315
NC_018229.1	253823	253839
NC_018229.1	253905	253921
NC_018229.1	253976	253994
NC_018229.1	254020	254036
NC_018229.1	255302	255326
NC_018229.1	255341	255357
NC_018229.1	255806	255822
NC_018229.1	255849	255865
NC_018229.1	256561	256577
NC_018229.1	256887	256903
NC_018229.1	257722	257738
NC_018229.1	257974	257990
NC_018229.1	259727	259743
NC_018229.1	260612	260630
NC_018229.1	260684	260700
NC_018229.1	261322	261338
NC_018229.1	262037	262059
NC_018229.1	262494	262510
NC_018229.1	262701	262717
NC_018229.1	263304	263320
NC_018229.1	263373	263389
NC_018229.1	263425	263441
NC_018229.1	263468	263484
NC_018229.1	263620	263636
NC_018229.1	263939	263955
NC_018229.1	264020	264036
NC_018229.1	264307	264327
NC_018229.1	267220	267236
NC_018229.1	267243	267259
NC_018229.1	267344	267360
NC_018229.1	267465	267483
NC_018229.1	267610	267626
NC_018229.1	267633	267649
NC_018229.1	268345	268363
NC_018229.1	268513	268529
NC_018229.1	268653	268677
NC_018229.1	268686	268702
NC_018229.1	268776	268792
NC_018229.1	271864	271880
NC_018229.1	272389	272405
NC_018229.1	272497	272513
NC_018229.1	273113	273129
NC_018229.1	273305	273321
NC_018229.1	273639	273655
NC_018229.1	274020	274036
NC_018229.1	274062	274078
NC_018229.1	274165	274183
NC_018229.1	274692	274708
NC_018229.1	274828	274844
NC_018229.1	275060	275076
NC_018229.1	275552	275570
NC_018229.1	276229	276245
NC_018229.1	276583	276599
NC_018229.1	277123	277139
NC_018229.1	278494	278512
NC_018229.1	279092	279108
NC_018229.1	279128	279146
NC_018229.1	279231	279247
NC_018229.1	279387	279403
NC_018229.1	279525	279543
NC_018229.1	279610	279626
NC_018229.1	279848	279864
NC_018229.1	279883	279899
NC_018229.1	281043	281061
NC_018229.1	281308	281324
NC_018229.1	281399	281415
NC_018229.1	281435	281451
NC_018229.1	281623	281639
NC_018229.1	281771	281793
NC_018229.1	281794	281816
NC_018229.1	281938	281958
NC_018229.1	282633	282649
NC_018229.1	282820	282844
NC_018229.1	283513	283533
NC_018229.1	283708	283724
NC_018229.1	283804	283826
NC_018229.1	283973	283991
NC_018229.1	284103	284121
NC_018229.1	284141	284163
NC_018229.1	284199	284223
NC_018229.1	284299	284317
NC_018229.1	284390	284410
NC_018229.1	284441	284457
NC_018229.1	284574	284590
NC_018229.1	284664	284680
NC_018229.1	284764	284780
NC_018229.1	284896	284912
NC_018229.1	285119	285135
NC_018229.1	285312	285328
NC_018229.1	285349	285367
NC_018229.1	285433	285449
NC_018229.1	285475	285491
NC_018229.1	285727	285743
NC_018229.1	285827	285843
NC_018229.1	286089	286105
NC_018229.1	286191	286209
NC_018229.1	286305	286321
NC_018229.1	286399	286415
NC_018229.1	286511	286527
NC_018229.1	287290	287306
NC_018229.1	287430	287446
NC_018229.1	287764	287780
NC_018229.1	287903	287925
NC_018229.1	287957	287973
NC_018229.1	288118	288134
NC_018229.1	288198	288214
NC_018229.1	288239	288255
NC_018229.1	288282	288298
NC_018229.1	288392	288410
NC_018229.1	288431	288447
NC_018229.1	288496	288520
NC_018229.1	288606	288622
NC_018229.1	288692	288710
NC_018229.1	288799	288815
NC_018229.1	289007	289023
NC_018229.1	289538	289554
NC_018229.1	290107	290123
NC_018229.1	290165	290181
NC_018229.1	290797	290813
NC_018229.1	290939	290955
NC_018229.1	291201	291219
NC_018229.1	291578	291594
NC_018229.1	291709	291725
NC_018229.1	292127	292143
NC_018229.1	292911	292929
NC_018229.1	293092	293108
NC_018229.1	293309	293325
NC_018229.1	293390	293406
NC_018229.1	293801	293825
NC_018229.1	293842	293858
NC_018229.1	294024	294040
NC_018229.1	294042	294058
NC_018229.1	294238	294256
NC_018229.1	294411	294427
NC_018229.1	294548	294572
NC_018229.1	294697	294713
NC_018229.1	294860	294878
NC_018229.1	294914	294936
NC_018229.1	295050	295070
NC_018229.1	295093	295109
NC_018229.1	295245	295261
NC_018229.1	295389	295407
NC_018229.1	295457	295473
NC_018229.1	295524	295540
NC_018229.1	295763	295779
NC_018229.1	295928	295944
NC_018229.1	296486	296502
NC_018229.1	297143	297161
NC_018229.1	297188	297204
NC_018229.1	297275	297293
NC_018229.1	297440	297456
NC_018229.1	297933	297949
NC_018229.1	298431	298447
NC_018229.1	298687	298703
NC_018229.1	298889	298907
NC_018229.1	299048	299064
NC_018229.1	299065	299081
NC_018229.1	299092	299108
NC_018229.1	299406	299422
NC_018229.1	299473	299497
NC_018229.1	299521	299541
NC_018229.1	299631	299647
NC_018229.1	299875	299899
NC_018229.1	299925	299943
NC_018229.1	300077	300097
NC_018229.1	300267	300283
NC_018229.1	300367	300383
NC_018229.1	300514	300530
NC_018229.1	300565	300583
NC_018229.1	300848	300864
NC_018229.1	301073	301091
NC_018229.1	301123	301139
NC_018229.1	301212	301228
NC_018229.1	301699	301717
NC_018229.1	301983	302003
NC_018229.1	302116	302132
NC_018229.1	302192	302208
NC_018229.1	302285	302301
NC_018229.1	302409	302425
NC_018229.1	302745	302761
